a,b,a_flavors,b_flavors,compatibility
pepper,zucchini,new mown hay@herbal@prune@minty@wood@ether@strawberry@citrus@waxy@odorless@butterscotch@bitter@sulfur@clove@strong@soft@berry@fresh@lemon@alkane@spicy@spice@leafy@coconut@roasted@sour@nutty@woody@vanilla@oil@resinous@powdery@peppery@orange@fatty@carnation@bland@mint@tobacco@honeysuckle@apple@hawthorne@peach@must@camphoraceous@balsamic@solvent@lime@fruity@floral@cherry@burnt@butter@storax@almond@wax@musty@sulfurous@cooling@magnolia@phenolic@fir needle@caraway@grassy@shrimp@sweet@rose@warm@mustard@alkaline@pepper@malt@licorice@herb@rubber@potato@terpene@moss@pineapple@ethereal@balsam@brown@harsh@acidic@pungent@styrene,new mown hay@bitter@musty@sulfurous@prune@lemon@powdery@ether@citrus@odorless@butterscotch@magnolia@phenolic@sulfur@strong@berry@grassy@sour@acidic@shrimp@herbal@leafy@rose@roasted@apple@nutty@vanilla@oil@peppery@mustard@carnation@bland@tobacco@honeysuckle@malt@spice@rubber@minty@mint@potato@camphoraceous@hawthorne@moss@balsamic@pineapple@solvent@ethereal@brown@floral@cherry@burnt@butter@woody@storax@almond@balsam@peach@orange,0.05308602494403582
pepper,ricotta cheese,new mown hay@herbal@prune@minty@wood@ether@strawberry@citrus@waxy@odorless@butterscotch@bitter@sulfur@clove@strong@soft@berry@fresh@lemon@alkane@spicy@spice@leafy@coconut@roasted@sour@nutty@woody@vanilla@oil@resinous@powdery@peppery@orange@fatty@carnation@bland@mint@tobacco@honeysuckle@apple@hawthorne@peach@must@camphoraceous@balsamic@solvent@lime@fruity@floral@cherry@burnt@butter@storax@almond@wax@musty@sulfurous@cooling@magnolia@phenolic@fir needle@caraway@grassy@shrimp@sweet@rose@warm@mustard@alkaline@pepper@malt@licorice@herb@rubber@potato@terpene@moss@pineapple@ethereal@balsam@brown@harsh@acidic@pungent@styrene,citrus@musty@spice@herbal@oil@wax@raw@leafy@butter@mint@peppery@harsh@solvent@rubber@ethereal@dry@resinous@strong@lemon@berry@sulfur@alcoholic@potato@fruity@paint@peach,0.05653710247349823
pepper,soy sauce,new mown hay@herbal@prune@minty@wood@ether@strawberry@citrus@waxy@odorless@butterscotch@bitter@sulfur@clove@strong@soft@berry@fresh@lemon@alkane@spicy@spice@leafy@coconut@roasted@sour@nutty@woody@vanilla@oil@resinous@powdery@peppery@orange@fatty@carnation@bland@mint@tobacco@honeysuckle@apple@hawthorne@peach@must@camphoraceous@balsamic@solvent@lime@fruity@floral@cherry@burnt@butter@storax@almond@wax@musty@sulfurous@cooling@magnolia@phenolic@fir needle@caraway@grassy@shrimp@sweet@rose@warm@mustard@alkaline@pepper@malt@licorice@herb@rubber@potato@terpene@moss@pineapple@ethereal@balsam@brown@harsh@acidic@pungent@styrene,,0.023118237720868684
pepper,penne pasta,new mown hay@herbal@prune@minty@wood@ether@strawberry@citrus@waxy@odorless@butterscotch@bitter@sulfur@clove@strong@soft@berry@fresh@lemon@alkane@spicy@spice@leafy@coconut@roasted@sour@nutty@woody@vanilla@oil@resinous@powdery@peppery@orange@fatty@carnation@bland@mint@tobacco@honeysuckle@apple@hawthorne@peach@must@camphoraceous@balsamic@solvent@lime@fruity@floral@cherry@burnt@butter@storax@almond@wax@musty@sulfurous@cooling@magnolia@phenolic@fir needle@caraway@grassy@shrimp@sweet@rose@warm@mustard@alkaline@pepper@malt@licorice@herb@rubber@potato@terpene@moss@pineapple@ethereal@balsam@brown@harsh@acidic@pungent@styrene,,0.04484877503790599
pepper,red onion,new mown hay@herbal@prune@minty@wood@ether@strawberry@citrus@waxy@odorless@butterscotch@bitter@sulfur@clove@strong@soft@berry@fresh@lemon@alkane@spicy@spice@leafy@coconut@roasted@sour@nutty@woody@vanilla@oil@resinous@powdery@peppery@orange@fatty@carnation@bland@mint@tobacco@honeysuckle@apple@hawthorne@peach@must@camphoraceous@balsamic@solvent@lime@fruity@floral@cherry@burnt@butter@storax@almond@wax@musty@sulfurous@cooling@magnolia@phenolic@fir needle@caraway@grassy@shrimp@sweet@rose@warm@mustard@alkaline@pepper@malt@licorice@herb@rubber@potato@terpene@moss@pineapple@ethereal@balsam@brown@harsh@acidic@pungent@styrene,new mown hay@bitter@musty@sulfurous@prune@lemon@ether@citrus@odorless@butterscotch@magnolia@phenolic@sulfur@strong@berry@grassy@sour@shrimp@herbal@leafy@rose@roasted@apple@nutty@vanilla@oil@powdery@peppery@mustard@carnation@bland@tobacco@honeysuckle@malt@garlic@spice@rubber@minty@mint@potato@camphoraceous@hawthorne@moss@balsamic@pineapple@solvent@ethereal@brown@floral@cherry@burnt@butter@acidic@woody@storax@almond@balsam@peach@orange,0.042735042735042736
pepper,chicken broth,new mown hay@herbal@prune@minty@wood@ether@strawberry@citrus@waxy@odorless@butterscotch@bitter@sulfur@clove@strong@soft@berry@fresh@lemon@alkane@spicy@spice@leafy@coconut@roasted@sour@nutty@woody@vanilla@oil@resinous@powdery@peppery@orange@fatty@carnation@bland@mint@tobacco@honeysuckle@apple@hawthorne@peach@must@camphoraceous@balsamic@solvent@lime@fruity@floral@cherry@burnt@butter@storax@almond@wax@musty@sulfurous@cooling@magnolia@phenolic@fir needle@caraway@grassy@shrimp@sweet@rose@warm@mustard@alkaline@pepper@malt@licorice@herb@rubber@potato@terpene@moss@pineapple@ethereal@balsam@brown@harsh@acidic@pungent@styrene,,0.0469281893337656
pepper,thyme,new mown hay@herbal@prune@minty@wood@ether@strawberry@citrus@waxy@odorless@butterscotch@bitter@sulfur@clove@strong@soft@berry@fresh@lemon@alkane@spicy@spice@leafy@coconut@roasted@sour@nutty@woody@vanilla@oil@resinous@powdery@peppery@orange@fatty@carnation@bland@mint@tobacco@honeysuckle@apple@hawthorne@peach@must@camphoraceous@balsamic@solvent@lime@fruity@floral@cherry@burnt@butter@storax@almond@wax@musty@sulfurous@cooling@magnolia@phenolic@fir needle@caraway@grassy@shrimp@sweet@rose@warm@mustard@alkaline@pepper@malt@licorice@herb@rubber@potato@terpene@moss@pineapple@ethereal@balsam@brown@harsh@acidic@pungent@styrene,fat@new mown hay@herbal@prune@powdery@ether@citrus@odorless@bitter@butterscotch@woody@smoky@sulfur@strong@berry@lemon@spice@leafy@roasted@nutty@fatty@vanilla@oil@resinous@peppery@carnation@bland@mint@tobacco@honeysuckle@wax@apple@minty@raw@must@camphoraceous@sour@red rose@wood@hawthorne@balsamic@solvent@floral@cherry@green@burnt@butter@jasmin@storax@cedar@almond@peach@orange@musty@sulfurous@magnolia@phenolic@fir needle@grassy@shrimp@sweet@rose@warm@mustard@cooling@malt@coconut@rubber@potato@moss@licorice@pineapple@ethereal@brown@amber@harsh@acidic@spicy@balsam@cultured dairy@lilac,0.061037891268533775
pepper,celery,new mown hay@herbal@prune@minty@wood@ether@strawberry@citrus@waxy@odorless@butterscotch@bitter@sulfur@clove@strong@soft@berry@fresh@lemon@alkane@spicy@spice@leafy@coconut@roasted@sour@nutty@woody@vanilla@oil@resinous@powdery@peppery@orange@fatty@carnation@bland@mint@tobacco@honeysuckle@apple@hawthorne@peach@must@camphoraceous@balsamic@solvent@lime@fruity@floral@cherry@burnt@butter@storax@almond@wax@musty@sulfurous@cooling@magnolia@phenolic@fir needle@caraway@grassy@shrimp@sweet@rose@warm@mustard@alkaline@pepper@malt@licorice@herb@rubber@potato@terpene@moss@pineapple@ethereal@balsam@brown@harsh@acidic@pungent@styrene,new mown hay@herbal@spicy@prune@minty@ether@citrus@sweet@odorless@bitter@butterscotch@sulfur@woody@sour@strong@berry@lovage@jasmin@lemon@caramellic@peach@spice@leafy@roasted@nutty@vanilla@oil@resinous@powdery@peppery@potato@caraway@carnation@mint@bland@tobacco@honeysuckle@wax@apple@hawthorne@bready@must@camphoraceous@balsamic@solvent@lime@floral@cherry@banana peel@burnt@butter@curry@storax@sweat@almond@orange@musty@sulfurous@wood@fatty@rancid@magnolia@phenolic@fir needle@egg@grassy@ammoniacal@balsam@cool@shrimp@rose@warm@mustard@parsley@alkaline@malt@rubber@caramel@green@pine@pepper@moss@acetic@licorice@lard@pineapple@ethereal@fragrant@brown@harsh@acidic@lilac,0.048351468542910905
pepper,heavy cream,new mown hay@herbal@prune@minty@wood@ether@strawberry@citrus@waxy@odorless@butterscotch@bitter@sulfur@clove@strong@soft@berry@fresh@lemon@alkane@spicy@spice@leafy@coconut@roasted@sour@nutty@woody@vanilla@oil@resinous@powdery@peppery@orange@fatty@carnation@bland@mint@tobacco@honeysuckle@apple@hawthorne@peach@must@camphoraceous@balsamic@solvent@lime@fruity@floral@cherry@burnt@butter@storax@almond@wax@musty@sulfurous@cooling@magnolia@phenolic@fir needle@caraway@grassy@shrimp@sweet@rose@warm@mustard@alkaline@pepper@malt@licorice@herb@rubber@potato@terpene@moss@pineapple@ethereal@balsam@brown@harsh@acidic@pungent@styrene,sour@grassy@bitter@bland,0.04933213144308776
pepper,cream,new mown hay@herbal@prune@minty@wood@ether@strawberry@citrus@waxy@odorless@butterscotch@bitter@sulfur@clove@strong@soft@berry@fresh@lemon@alkane@spicy@spice@leafy@coconut@roasted@sour@nutty@woody@vanilla@oil@resinous@powdery@peppery@orange@fatty@carnation@bland@mint@tobacco@honeysuckle@apple@hawthorne@peach@must@camphoraceous@balsamic@solvent@lime@fruity@floral@cherry@burnt@butter@storax@almond@wax@musty@sulfurous@cooling@magnolia@phenolic@fir needle@caraway@grassy@shrimp@sweet@rose@warm@mustard@alkaline@pepper@malt@licorice@herb@rubber@potato@terpene@moss@pineapple@ethereal@balsam@brown@harsh@acidic@pungent@styrene,sour@grassy@bitter@bland,0.04925018438088995
pepper,italian seasoning,new mown hay@herbal@prune@minty@wood@ether@strawberry@citrus@waxy@odorless@butterscotch@bitter@sulfur@clove@strong@soft@berry@fresh@lemon@alkane@spicy@spice@leafy@coconut@roasted@sour@nutty@woody@vanilla@oil@resinous@powdery@peppery@orange@fatty@carnation@bland@mint@tobacco@honeysuckle@apple@hawthorne@peach@must@camphoraceous@balsamic@solvent@lime@fruity@floral@cherry@burnt@butter@storax@almond@wax@musty@sulfurous@cooling@magnolia@phenolic@fir needle@caraway@grassy@shrimp@sweet@rose@warm@mustard@alkaline@pepper@malt@licorice@herb@rubber@potato@terpene@moss@pineapple@ethereal@balsam@brown@harsh@acidic@pungent@styrene,,0.04719377304383449
pepper,linguine,new mown hay@herbal@prune@minty@wood@ether@strawberry@citrus@waxy@odorless@butterscotch@bitter@sulfur@clove@strong@soft@berry@fresh@lemon@alkane@spicy@spice@leafy@coconut@roasted@sour@nutty@woody@vanilla@oil@resinous@powdery@peppery@orange@fatty@carnation@bland@mint@tobacco@honeysuckle@apple@hawthorne@peach@must@camphoraceous@balsamic@solvent@lime@fruity@floral@cherry@burnt@butter@storax@almond@wax@musty@sulfurous@cooling@magnolia@phenolic@fir needle@caraway@grassy@shrimp@sweet@rose@warm@mustard@alkaline@pepper@malt@licorice@herb@rubber@potato@terpene@moss@pineapple@ethereal@balsam@brown@harsh@acidic@pungent@styrene,,0.0400390625
pepper,shrimp,new mown hay@herbal@prune@minty@wood@ether@strawberry@citrus@waxy@odorless@butterscotch@bitter@sulfur@clove@strong@soft@berry@fresh@lemon@alkane@spicy@spice@leafy@coconut@roasted@sour@nutty@woody@vanilla@oil@resinous@powdery@peppery@orange@fatty@carnation@bland@mint@tobacco@honeysuckle@apple@hawthorne@peach@must@camphoraceous@balsamic@solvent@lime@fruity@floral@cherry@burnt@butter@storax@almond@wax@musty@sulfurous@cooling@magnolia@phenolic@fir needle@caraway@grassy@shrimp@sweet@rose@warm@mustard@alkaline@pepper@malt@licorice@herb@rubber@potato@terpene@moss@pineapple@ethereal@balsam@brown@harsh@acidic@pungent@styrene,orange@bready@fatty@roast beef@cheesy@floral@fat@sulfurous@coconut@acrylic@solvent@raw@potato@butter@spice@sour@lemon@bean@roast@rancid@burnt@bland@vegetable@alcoholic@chocolate@soap@hazelnut@citrus@ethereal@fennel@phenol@sulfur@strong@egg@peach@caramel@beefy@bitter@oil@grassy@acetone@malt@sweet@cultured dairy@tobacco@sweaty@cabbage,0.03832325543389443
pepper,green pepper,new mown hay@herbal@prune@minty@wood@ether@strawberry@citrus@waxy@odorless@butterscotch@bitter@sulfur@clove@strong@soft@berry@fresh@lemon@alkane@spicy@spice@leafy@coconut@roasted@sour@nutty@woody@vanilla@oil@resinous@powdery@peppery@orange@fatty@carnation@bland@mint@tobacco@honeysuckle@apple@hawthorne@peach@must@camphoraceous@balsamic@solvent@lime@fruity@floral@cherry@burnt@butter@storax@almond@wax@musty@sulfurous@cooling@magnolia@phenolic@fir needle@caraway@grassy@shrimp@sweet@rose@warm@mustard@alkaline@pepper@malt@licorice@herb@rubber@potato@terpene@moss@pineapple@ethereal@balsam@brown@harsh@acidic@pungent@styrene,new mown hay@prune@alkane@powdery@wood@naphthyl@ether@citrus@odorless@bland@butterscotch@bitter@pungent@sulfur@sour@strong@ethereal@berry@caraway@lemon@paint@spice@acrylic@leafy@roasted@chocolate@alcoholic@nutty@vanilla@oil@dry@resinous@hazelnut@peppery@tallow@orange@violet@carnation@tobacco@lime@mint@honeysuckle@apple@hawthorne@chemical@minty@phenol@coconut@must@camphoraceous@butter@caramel@cheesy@herbal@balsamic@solvent@floral@magnolia@cherry@fruity@burnt@fatty@storax@sweat@geranium@almond@peach@musty@sulfurous@apricot@kiwi@wax@bean@rancid@earthy@phenolic@fir needle@soap@apple skin@grassy@ammoniacal@acidic@shrimp@sweet@rose@mustard@alkaline@smoke@malt@rubber@potato@pepper@moss@pineapple@brown@harsh@woody@balsam@cultured dairy,0.030335068314899155
pepper,shallot,new mown hay@herbal@prune@minty@wood@ether@strawberry@citrus@waxy@odorless@butterscotch@bitter@sulfur@clove@strong@soft@berry@fresh@lemon@alkane@spicy@spice@leafy@coconut@roasted@sour@nutty@woody@vanilla@oil@resinous@powdery@peppery@orange@fatty@carnation@bland@mint@tobacco@honeysuckle@apple@hawthorne@peach@must@camphoraceous@balsamic@solvent@lime@fruity@floral@cherry@burnt@butter@storax@almond@wax@musty@sulfurous@cooling@magnolia@phenolic@fir needle@caraway@grassy@shrimp@sweet@rose@warm@mustard@alkaline@pepper@malt@licorice@herb@rubber@potato@terpene@moss@pineapple@ethereal@balsam@brown@harsh@acidic@pungent@styrene,new mown hay@bitter@musty@sulfurous@prune@lemon@ether@citrus@odorless@butterscotch@magnolia@phenolic@sulfur@strong@berry@grassy@sweaty@sour@shrimp@herbal@cabbage@leafy@rose@roasted@apple@nutty@vanilla@oil@powdery@peppery@mustard@carnation@bland@tobacco@peach@honeysuckle@malt@spice@rubber@minty@mint@potato@camphoraceous@hawthorne@moss@balsamic@pineapple@solvent@ethereal@orange@brown@coconut@floral@cherry@burnt@butter@acidic@woody@storax@almond@balsam,0.03794717485790705
pepper,scallion,new mown hay@herbal@prune@minty@wood@ether@strawberry@citrus@waxy@odorless@butterscotch@bitter@sulfur@clove@strong@soft@berry@fresh@lemon@alkane@spicy@spice@leafy@coconut@roasted@sour@nutty@woody@vanilla@oil@resinous@powdery@peppery@orange@fatty@carnation@bland@mint@tobacco@honeysuckle@apple@hawthorne@peach@must@camphoraceous@balsamic@solvent@lime@fruity@floral@cherry@burnt@butter@storax@almond@wax@musty@sulfurous@cooling@magnolia@phenolic@fir needle@caraway@grassy@shrimp@sweet@rose@warm@mustard@alkaline@pepper@malt@licorice@herb@rubber@potato@terpene@moss@pineapple@ethereal@balsam@brown@harsh@acidic@pungent@styrene,new mown hay@bitter@musty@sulfurous@prune@lemon@ether@citrus@odorless@butterscotch@magnolia@phenolic@sulfur@strong@berry@grassy@sour@shrimp@herbal@leafy@rose@roasted@apple@nutty@vanilla@oil@powdery@peppery@mustard@carnation@bland@tobacco@honeysuckle@malt@spice@rubber@minty@mint@potato@camphoraceous@hawthorne@moss@balsamic@pineapple@solvent@ethereal@brown@floral@cherry@burnt@butter@acidic@woody@storax@almond@balsam@peach@orange,0.02300841167738743
basil,garlic,new mown hay@herbal@prune@powdery@wood@ether@strawberry@citrus@camphor@odorless@butterscotch@bitter@smoky@sulfur@clove@strong@peach@berry@jasmin@lemon@spicy@phenol@vanilla@spice@acrylic@leafy@apple@roasted@floral@burnt@sour@nutty@woody@oil@resinous@peppery@carnation@violet@bland@mint@tobacco@honeysuckle@minty@raw@must@camphoraceous@oily@hawthorne@balsamic@solvent@fruity@fresh@cherry@butter@storax@cedar@sweat@anise@fir@almond@wax@orange@musty@sulfurous@sweet@earthy@magnolia@phenolic@fir needle@grassy@shrimp@rose@mustard@wine@cooling@malt@licorice@rubber@potato@fatty@moss@pineapple@ethereal@balsam@fragrant@brown@harsh@acidic,bland@new mown hay@prune@powdery@ether@citrus@odorless@butterscotch@bitter@ethereal@sulfur@strong@berry@garlic@roast beef@sulfurous@cabbage@leafy@roasted@sour@nutty@vanilla@oil@peppery@potato@carnation@tobacco@honeysuckle@cherry@apple@spice@minty@mint@camphoraceous@hawthorne@balsamic@solvent@floral@herbal@burnt@butter@storax@vegetable@green@almond@mustard@peach@orange@musty@lemon@magnolia@phenolic@smoke@roast@grassy@shrimp@rose@malt@rubber@moss@pineapple@brown@acidic@woody@balsam@mild,0.30427844388855346
basil,salt,new mown hay@herbal@prune@powdery@wood@ether@strawberry@citrus@camphor@odorless@butterscotch@bitter@smoky@sulfur@clove@strong@peach@berry@jasmin@lemon@spicy@phenol@vanilla@spice@acrylic@leafy@apple@roasted@floral@burnt@sour@nutty@woody@oil@resinous@peppery@carnation@violet@bland@mint@tobacco@honeysuckle@minty@raw@must@camphoraceous@oily@hawthorne@balsamic@solvent@fruity@fresh@cherry@butter@storax@cedar@sweat@anise@fir@almond@wax@orange@musty@sulfurous@sweet@earthy@magnolia@phenolic@fir needle@grassy@shrimp@rose@mustard@wine@cooling@malt@licorice@rubber@potato@fatty@moss@pineapple@ethereal@balsam@fragrant@brown@harsh@acidic,bitter@sour@grassy,0.2543318148920771
basil,olive oil,new mown hay@herbal@prune@powdery@wood@ether@strawberry@citrus@camphor@odorless@butterscotch@bitter@smoky@sulfur@clove@strong@peach@berry@jasmin@lemon@spicy@phenol@vanilla@spice@acrylic@leafy@apple@roasted@floral@burnt@sour@nutty@woody@oil@resinous@peppery@carnation@violet@bland@mint@tobacco@honeysuckle@minty@raw@must@camphoraceous@oily@hawthorne@balsamic@solvent@fruity@fresh@cherry@butter@storax@cedar@sweat@anise@fir@almond@wax@orange@musty@sulfurous@sweet@earthy@magnolia@phenolic@fir needle@grassy@shrimp@rose@mustard@wine@cooling@malt@licorice@rubber@potato@fatty@moss@pineapple@ethereal@balsam@fragrant@brown@harsh@acidic,,0.28714227724781816
basil,tomato,new mown hay@herbal@prune@powdery@wood@ether@strawberry@citrus@camphor@odorless@butterscotch@bitter@smoky@sulfur@clove@strong@peach@berry@jasmin@lemon@spicy@phenol@vanilla@spice@acrylic@leafy@apple@roasted@floral@burnt@sour@nutty@woody@oil@resinous@peppery@carnation@violet@bland@mint@tobacco@honeysuckle@minty@raw@must@camphoraceous@oily@hawthorne@balsamic@solvent@fruity@fresh@cherry@butter@storax@cedar@sweat@anise@fir@almond@wax@orange@musty@sulfurous@sweet@earthy@magnolia@phenolic@fir needle@grassy@shrimp@rose@mustard@wine@cooling@malt@licorice@rubber@potato@fatty@moss@pineapple@ethereal@balsam@fragrant@brown@harsh@acidic,hop_oil@peach@new mown hay@bitter@musty@citrus@sulfurous@prune@wood@lemon@cherry@solvent@wax@caramel@wasabi@powdery@ether@apple@fatty@rancid@earthy@odorless@soap@butterscotch@magnolia@phenolic@pungent@sulfur@oil@strong@berry@egg@tobacco@grassy@nut@acetone@leafy@potato@chocolate@floral@sour@benzaldehyde@raw@phenol@caramellic@shrimp@lactonic@roast beef@herbal@spice@acrylic@sweet@rose@roasted@burnt@coconut@nutty@banana peel@vanilla@mint@flower@resinous@butter@peppery@mustard@orange@oily@violet@carnation@bland@mild@neroli@cooling@honeysuckle@malt@unpleasant@ammonia@hawthorne@bready@minty@rubber@cheesy@medical@fat@camphoraceous@pineapple@alkane@moss@lard@balsamic@lavender@ethereal@fragrant@brown@hazelnut@alcoholic@oriental@harsh@watercress@curry@waxy@acidic@woody@storax@wine@geranium@almond@flat@spicy@balsam@cultured dairy,0.3294961717620603
basil,parmesan,new mown hay@herbal@prune@powdery@wood@ether@strawberry@citrus@camphor@odorless@butterscotch@bitter@smoky@sulfur@clove@strong@peach@berry@jasmin@lemon@spicy@phenol@vanilla@spice@acrylic@leafy@apple@roasted@floral@burnt@sour@nutty@woody@oil@resinous@peppery@carnation@violet@bland@mint@tobacco@honeysuckle@minty@raw@must@camphoraceous@oily@hawthorne@balsamic@solvent@fruity@fresh@cherry@butter@storax@cedar@sweat@anise@fir@almond@wax@orange@musty@sulfurous@sweet@earthy@magnolia@phenolic@fir needle@grassy@shrimp@rose@mustard@wine@cooling@malt@licorice@rubber@potato@fatty@moss@pineapple@ethereal@balsam@fragrant@brown@harsh@acidic,hop_oil@peach@fat@apple@berry@musty@herbal@balsamic@sulfurous@solvent@pungent@naphthyl@ether@fresh@ethereal@rancid@earthy@fruity@soap@hazelnut@odorless@acetophenone@sulfur@oil@leafy@sour@fatty@orange@lemon@acetone@sweaty@pineapple@waxy@roast beef@acrylic@cooling@burnt@coconut@alcoholic@nutty@spice@brandy@citrus@phenol@green@tobacco@fermented@roast@tutti frutti@malt@unpleasant@ammonia@hawthorne@lard@bready@truffle@citrus peel@raw@potato@butter@magnolia@strong@strawberry@cheesy@caramel@rubber@rose@dairy@cabbage@faint@must@peppery@yeast@woody@wine@flat@mild@cultured dairy,0.2419151155767858
basil,onion,new mown hay@herbal@prune@powdery@wood@ether@strawberry@citrus@camphor@odorless@butterscotch@bitter@smoky@sulfur@clove@strong@peach@berry@jasmin@lemon@spicy@phenol@vanilla@spice@acrylic@leafy@apple@roasted@floral@burnt@sour@nutty@woody@oil@resinous@peppery@carnation@violet@bland@mint@tobacco@honeysuckle@minty@raw@must@camphoraceous@oily@hawthorne@balsamic@solvent@fruity@fresh@cherry@butter@storax@cedar@sweat@anise@fir@almond@wax@orange@musty@sulfurous@sweet@earthy@magnolia@phenolic@fir needle@grassy@shrimp@rose@mustard@wine@cooling@malt@licorice@rubber@potato@fatty@moss@pineapple@ethereal@balsam@fragrant@brown@harsh@acidic,new mown hay@onion@prune@caramel@powdery@naphthyl@ether@citrus@odorless@butterscotch@bitter@ethereal@sulfur@sour@strong@berry@nut@garlic@caramellic@cabbage@leafy@roasted@spice@nutty@vanilla@oil@peppery@sulfurous@carnation@bland@tobacco@honeysuckle@apple@minty@cheesy@mint@cream@coconut@camphoraceous@hawthorne@balsamic@solvent@waxy@watercress@floral@cherry@herbal@burnt@butter@fatty@storax@almond@mustard@peach@orange@musty@lemon@soap@magnolia@phenolic@smoke@egg@grassy@acidic@shrimp@rose@alcoholic@phenol@malt@earthy@rubber@potato@moss@acetic@pineapple@vegetable@fragrant@brown@horseradish@radish@woody@balsam@grass,0.21027876563037742
basil,pepper,new mown hay@herbal@prune@powdery@wood@ether@strawberry@citrus@camphor@odorless@butterscotch@bitter@smoky@sulfur@clove@strong@peach@berry@jasmin@lemon@spicy@phenol@vanilla@spice@acrylic@leafy@apple@roasted@floral@burnt@sour@nutty@woody@oil@resinous@peppery@carnation@violet@bland@mint@tobacco@honeysuckle@minty@raw@must@camphoraceous@oily@hawthorne@balsamic@solvent@fruity@fresh@cherry@butter@storax@cedar@sweat@anise@fir@almond@wax@orange@musty@sulfurous@sweet@earthy@magnolia@phenolic@fir needle@grassy@shrimp@rose@mustard@wine@cooling@malt@licorice@rubber@potato@fatty@moss@pineapple@ethereal@balsam@fragrant@brown@harsh@acidic,new mown hay@herbal@prune@minty@wood@ether@strawberry@citrus@waxy@odorless@butterscotch@bitter@sulfur@clove@strong@soft@berry@fresh@lemon@alkane@spicy@spice@leafy@coconut@roasted@sour@nutty@woody@vanilla@oil@resinous@powdery@peppery@orange@fatty@carnation@bland@mint@tobacco@honeysuckle@apple@hawthorne@peach@must@camphoraceous@balsamic@solvent@lime@fruity@floral@cherry@burnt@butter@storax@almond@wax@musty@sulfurous@cooling@magnolia@phenolic@fir needle@caraway@grassy@shrimp@sweet@rose@warm@mustard@alkaline@pepper@malt@licorice@herb@rubber@potato@terpene@moss@pineapple@ethereal@balsam@brown@harsh@acidic@pungent@styrene,0.21583208395802098
basil,basil,new mown hay@herbal@prune@powdery@wood@ether@strawberry@citrus@camphor@odorless@butterscotch@bitter@smoky@sulfur@clove@strong@peach@berry@jasmin@lemon@spicy@phenol@vanilla@spice@acrylic@leafy@apple@roasted@floral@burnt@sour@nutty@woody@oil@resinous@peppery@carnation@violet@bland@mint@tobacco@honeysuckle@minty@raw@must@camphoraceous@oily@hawthorne@balsamic@solvent@fruity@fresh@cherry@butter@storax@cedar@sweat@anise@fir@almond@wax@orange@musty@sulfurous@sweet@earthy@magnolia@phenolic@fir needle@grassy@shrimp@rose@mustard@wine@cooling@malt@licorice@rubber@potato@fatty@moss@pineapple@ethereal@balsam@fragrant@brown@harsh@acidic,new mown hay@herbal@prune@powdery@wood@ether@strawberry@citrus@camphor@odorless@butterscotch@bitter@smoky@sulfur@clove@strong@peach@berry@jasmin@lemon@spicy@phenol@vanilla@spice@acrylic@leafy@apple@roasted@floral@burnt@sour@nutty@woody@oil@resinous@peppery@carnation@violet@bland@mint@tobacco@honeysuckle@minty@raw@must@camphoraceous@oily@hawthorne@balsamic@solvent@fruity@fresh@cherry@butter@storax@cedar@sweat@anise@fir@almond@wax@orange@musty@sulfurous@sweet@earthy@magnolia@phenolic@fir needle@grassy@shrimp@rose@mustard@wine@cooling@malt@licorice@rubber@potato@fatty@moss@pineapple@ethereal@balsam@fragrant@brown@harsh@acidic,1
basil,parsley,new mown hay@herbal@prune@powdery@wood@ether@strawberry@citrus@camphor@odorless@butterscotch@bitter@smoky@sulfur@clove@strong@peach@berry@jasmin@lemon@spicy@phenol@vanilla@spice@acrylic@leafy@apple@roasted@floral@burnt@sour@nutty@woody@oil@resinous@peppery@carnation@violet@bland@mint@tobacco@honeysuckle@minty@raw@must@camphoraceous@oily@hawthorne@balsamic@solvent@fruity@fresh@cherry@butter@storax@cedar@sweat@anise@fir@almond@wax@orange@musty@sulfurous@sweet@earthy@magnolia@phenolic@fir needle@grassy@shrimp@rose@mustard@wine@cooling@malt@licorice@rubber@potato@fatty@moss@pineapple@ethereal@balsam@fragrant@brown@harsh@acidic,new mown hay@herbal@prune@powdery@minty@wood@ether@citrus@odorless@butterscotch@bitter@plastic@sulfur@strong@berry@lemon@paint@pleasant@caramellic@spice@leafy@roasted@sour@nutty@vanilla@oil@resinous@peppery@caraway@carnation@bland@tobacco@honeysuckle@apple@hawthorne@mint@citrus peel@must@camphoraceous@balsamic@solvent@lime@floral@cherry@burnt@butter@storax@almond@wax@peach@orange@flower@musty@sulfurous@magnolia@phenolic@fir needle@grassy@shrimp@rose@mustard@parsley@woody@malt@licorice@rubber@potato@moss@pineapple@ethereal@brown@balsam@harsh@caramel@acidic@spicy@styrene,0.15414770738536926
